Age,Annual Income,Gender,Home Owner,Marital Status,Monthly Billed Amount,Uses Voice Service
63,28536,Female,No,Single,90,No
63,28536,Female,No,Single,90,No
59,168621,Male,No,Single,28,No
59,168621,Male,No,Single,28,No
57,113663,Male,Yes,Married,58,No
57,113663,Male,Yes,Married,58,No
55,58706,Female,Yes,Single,87,Yes
55,58706,Female,Yes,Single,87,Yes
55,58706,Female,Yes,Single,87,Yes
39,60677,Male,Yes,Married,79,No
39,60677,Male,Yes,Married,79,No
37,5719,Female,No,Single,108,No
37,5719,Female,No,Single,108,No
34,200762,Female,Yes,Married,18,No
34,200762,Female,Yes,Married,18,No
34,200762,Female,Yes,Married,18,No
32,145804,Male,No,Single,47,No
32,145804,Male,No,Single,47,No
78,232903,Male,No,Single,7,No
78,232903,Male,No,Single,7,No
48,122003,Female,Yes,Single,69,No
48,122003,Female,Yes,Single,69,No
45,67045,Male,Yes,Married,98,No
45,67045,Male,Yes,Married,98,No
58,124959,Female,Yes,Married,58,No
58,124959,Female,Yes,Married,58,No
58,124959,Female,Yes,Married,58,No
56,70002,Female,Yes,Married,87,No
56,70002,Female,Yes,Married,87,No
53,15044,Male,Yes,Single,116,No
53,15044,Male,Yes,Single,116,No
23,154144,Female,No,Single,58,No
23,154144,Female,No,Single,58,No
21,99187,Female,Yes,Married,87,No
21,99187,Female,Yes,Married,87,No
21,99187,Female,Yes,Married,87,No
31,102143,Female,Yes,Single,76,No
31,102143,Female,Yes,Single,76,No
69,241243,Male,Yes,Single,18,No
69,241243,Male,Yes,Single,18,No
67,186285,Male,Yes,Married,47,No
67,186285,Male,Yes,Married,47,No
48,133299,Male,No,Married,69,No
48,133299,Male,No,Married,69,No
46,78341,Female,Yes,Single,98,No
46,78341,Female,Yes,Single,98,No
44,23384,Female,Yes,Married,7,No
44,23384,Female,Yes,Married,7,No
42,218427,Female,Yes,Single,37,No
42,218427,Female,Yes,Single,37,No
40,163469,Male,Yes,Married,66,No
40,163469,Male,Yes,Married,66,No
24,165440,Female,Yes,Single,58,No
24,165440,Female,Yes,Single,58,No
22,110483,Male,No,Married,87,Yes
22,110483,Male,No,Married,87,Yes
20,55525,Male,Yes,Single,117,No
20,55525,Male,Yes,Single,117,No
17,568,Female,Yes,Married,26,No
17,568,Female,Yes,Married,26,No
70,2539,Male,Yes,Single,18,No
70,2539,Male,Yes,Single,18,No
67,197581,Female,No,Married,47,No
67,197581,Female,No,Married,47,No
65,142624,Female,Yes,Single,77,No
65,142624,Female,Yes,Single,77,No
63,87667,Male,No,Married,106,No
63,87667,Male,No,Married,106,No
61,32709,Male,Yes,Single,15,No
61,32709,Male,Yes,Single,15,No
45,34680,Male,Yes,Married,8,No
45,34680,Male,Yes,Married,8,No
45,34680,Male,Yes,Married,8,No
43,229723,Male,Yes,Single,37,No
43,229723,Male,Yes,Single,37,No
41,174765,Male,No,Married,66,No
41,174765,Male,No,Married,66,No
39,119808,Female,Yes,Single,95,Yes
39,119808,Female,Yes,Single,95,Yes
23,121779,Male,Yes,Married,88,No
23,121779,Male,Yes,Married,88,No
21,66821,Female,Yes,Single,117,No
21,66821,Female,Yes,Single,117,No
18,11864,Female,Yes,Married,26,No
18,11864,Female,Yes,Married,26,No
16,206907,Male,Yes,Married,55,No
16,206907,Male,Yes,Married,55,No
14,151949,Male,No,Single,84,No
14,151949,Male,No,Single,84,No
14,151949,Male,No,Single,84,No
66,153920,Male,No,Single,77,No
66,153920,Male,No,Single,77,No
62,44005,Female,Yes,Married,15,No
62,44005,Female,Yes,Married,15,No
60,239048,Female,Yes,Single,44,No
60,239048,Female,Yes,Single,44,No
44,241019,Female,Yes,Married,37,No
44,241019,Female,Yes,Married,37,No
42,186061,Female,Yes,Single,66,No
42,186061,Female,Yes,Single,66,No
39,131104,Female,No,Married,95,No
39,131104,Female,No,Married,95,No
37,76146,Male,Yes,Single,4,No
37,76146,Male,Yes,Single,4,No
37,76146,Male,Yes,Single,4,No
75,215246,Female,Yes,Single,66,No
75,215246,Female,Yes,Single,66,No
19,23160,Male,Yes,Single,26,No
19,23160,Male,Yes,Single,26,No
17,218203,Male,Yes,Married,55,No
17,218203,Male,Yes,Married,55,No
15,163245,Female,Yes,Single,84,No
15,163245,Female,Yes,Single,84,No
15,163245,Female,Yes,Single,84,No
53,52345,Male,No,Single,27,No
53,52345,Male,No,Single,27,No
50,247387,Male,Yes,Married,56,No
50,247387,Male,Yes,Married,56,No
63,55301,Female,Yes,Married,15,No
63,55301,Female,Yes,Married,15,No
63,55301,Female,Yes,Married,15,No
61,344,Male,Yes,Single,45,No
61,344,Male,Yes,Single,45,No
30,139444,Female,Yes,Single,107,No
30,139444,Female,Yes,Single,107,No
28,84486,Female,Yes,Married,16,No
28,84486,Female,Yes,Married,16,No
26,29529,Female,No,Single,45,No
26,29529,Female,No,Single,45,No
38,87443,Male,Yes,Single,5,Yes
38,87443,Male,Yes,Single,5,Yes
76,226542,Female,Yes,Single,67,No
76,226542,Female,Yes,Single,67,No
74,171585,Male,Yes,Married,96,Yes
74,171585,Male,Yes,Married,96,Yes
71,116627,Male,Yes,Single,5,No
71,116627,Male,Yes,Single,5,No
69,61670,Female,Yes,Married,34,No
69,61670,Female,Yes,Married,34,No
53,63641,Male,Yes,Single,27,No
53,63641,Male,Yes,Single,27,No
49,203726,Female,Yes,Single,85,No
49,203726,Female,Yes,Single,85,No
49,203726,Female,Yes,Single,85,No
47,148769,Male,Yes,Married,114,No
47,148769,Male,Yes,Married,114,No
31,150740,Female,Yes,Single,107,No
31,150740,Female,Yes,Single,107,No
31,150740,Female,Yes,Single,107,No
29,95782,Male,No,Married,16,No
29,95782,Male,No,Married,16,No
27,40825,Male,Yes,Single,45,No
27,40825,Male,Yes,Single,45,No
25,235867,Female,Yes,Single,74,No
25,235867,Female,Yes,Single,74,No
77,237838,Male,Yes,Single,67,No
77,237838,Male,Yes,Single,67,No
75,182881,Female,Yes,Married,96,No
75,182881,Female,Yes,Married,96,No
72,127923,Female,Yes,Married,5,No
72,127923,Female,Yes,Married,5,No
70,72966,Female,No,Single,34,No
70,72966,Female,No,Single,34,No
54,74937,Female,No,Single,27,No
54,74937,Female,No,Single,27,No
52,19980,Female,Yes,Single,56,No
52,19980,Female,Yes,Single,56,No
52,19980,Female,Yes,Single,56,No
50,215022,Male,Yes,Married,85,No
50,215022,Male,Yes,Married,85,No
20,104122,Female,Yes,Single,27,No
20,104122,Female,Yes,Single,27,No
17,49164,Female,Yes,Single,56,No
17,49164,Female,Yes,Single,56,No
30,107078,Male,Yes,Single,16,No
30,107078,Male,Yes,Single,16,No
28,52121,Female,No,Married,45,No
28,52121,Female,No,Married,45,No
65,191220,Male,Yes,Married,107,No
63,136263,Male,Yes,Single,17,No
63,136263,Male,Yes,Single,17,No
61,81306,Female,Yes,Married,46,No
61,81306,Female,Yes,Married,46,No
61,81306,Female,Yes,Married,46,No
73,139220,Male,No,Married,5,Yes
73,139220,Male,No,Married,5,Yes
43,28319,Female,Yes,Married,67,No
43,28319,Female,Yes,Married,67,No
43,28319,Female,Yes,Married,67,No
41,223362,Female,Yes,Single,97,Yes
41,223362,Female,Yes,Single,97,Yes
41,223362,Female,Yes,Single,97,Yes
39,168404,Female,Yes,Married,6,No
39,168404,Female,Yes,Married,6,No
39,168404,Female,Yes,Married,6,No
36,113447,Male,Yes,Single,35,No
36,113447,Male,Yes,Single,35,No
21,115418,Female,Yes,Married,27,Yes
21,115418,Female,Yes,Married,27,Yes
18,60460,Male,No,Single,57,No
18,60460,Male,No,Single,57,No
16,5503,Male,Yes,Married,86,No
16,5503,Male,Yes,Married,86,No
14,200546,Female,Yes,Single,115,No
14,200546,Female,Yes,Single,115,No
66,202517,Male,Yes,Married,108,No
66,202517,Male,Yes,Married,108,No
64,147559,Female,Yes,Single,17,No
64,147559,Female,Yes,Single,17,No
62,92602,Female,Yes,Married,46,No
62,92602,Female,Yes,Married,46,No
46,94573,Female,Yes,Single,38,No
46,94573,Female,Yes,Single,38,No
44,39615,Female,No,Married,68,No
44,39615,Female,No,Married,68,No
42,234658,Male,Yes,Single,97,No
42,234658,Male,Yes,Single,97,No
39,179700,Male,Yes,Married,6,No
39,179700,Male,Yes,Married,6,No
39,179700,Male,Yes,Married,6,No
77,68800,Female,Yes,Married,68,No
77,68800,Female,Yes,Married,68,No
21,126714,Male,No,Married,28,No
21,126714,Male,No,Married,28,No
19,71757,Female,Yes,Single,57,No
19,71757,Female,Yes,Single,57,No
19,71757,Female,Yes,Single,57,No
17,16799,Female,No,Married,86,No
17,16799,Female,No,Married,86,No
17,16799,Female,No,Married,86,No
55,155899,Male,Yes,Married,28,No
55,155899,Male,Yes,Married,28,No
55,155899,Male,Yes,Married,28,No
53,100941,Male,Yes,Single,57,No
53,100941,Male,Yes,Single,57,No
53,100941,Male,Yes,Single,57,No
65,158855,Female,Yes,Single,17,No
65,158855,Female,Yes,Single,17,No
63,103898,Male,No,Married,46,No
63,103898,Male,No,Married,46,No
32,242997,Female,Yes,Married,108,No
32,242997,Female,Yes,Married,108,No
30,188040,Female,No,Single,17,No
30,188040,Female,No,Single,17,No
28,133083,Male,Yes,Married,46,No
28,133083,Male,Yes,Married,46,No
40,190997,Female,Yes,Single,6,Yes
40,190997,Female,Yes,Single,6,Yes
78,80096,Male,Yes,Married,68,No
78,80096,Male,Yes,Married,68,No
78,80096,Male,Yes,Married,68,No
76,25139,Male,No,Single,97,Yes
76,25139,Male,No,Single,97,Yes
74,220181,Female,Yes,Single,7,No
74,220181,Female,Yes,Single,7,No
58,222152,Male,Yes,Single,119,No
58,222152,Male,Yes,Single,119,No
56,167195,Female,Yes,Married,28,Yes
56,167195,Female,Yes,Married,28,Yes
53,112237,Female,Yes,Married,57,No
53,112237,Female,Yes,Married,57,No
51,57280,Female,Yes,Single,87,No
51,57280,Female,Yes,Single,87,No
31,199336,Male,Yes,Married,17,No
31,199336,Male,Yes,Married,17,No
29,144379,Male,Yes,Single,47,No
29,144379,Male,Yes,Single,47,No
27,89421,Female,Yes,Married,76,No
27,89421,Female,Yes,Married,76,No
79,91392,Male,Yes,Single,68,No
79,91392,Male,Yes,Single,68,No
77,36435,Female,Yes,Married,97,No
77,36435,Female,Yes,Married,97,No
75,231477,Female,No,Single,7,No
75,231477,Female,No,Single,7,No
72,176520,Male,Yes,Married,36,No
72,176520,Male,Yes,Married,36,No
57,178491,Female,Yes,Single,28,No
57,178491,Female,Yes,Single,28,No
57,178491,Female,Yes,Single,28,No
54,123534,Male,Yes,Married,58,No
54,123534,Male,Yes,Married,58,No
52,68576,Male,Yes,Single,87,No
52,68576,Male,Yes,Single,87,No
50,13619,Male,Yes,Married,116,No
50,13619,Male,Yes,Married,116,No
20,152718,Female,No,Married,58,No
20,152718,Female,No,Married,58,No
32,210632,Male,Yes,Married,18,No
32,210632,Male,Yes,Married,18,No
28,100717,Female,Yes,Married,76,No
28,100717,Female,Yes,Married,76,No
28,100717,Female,Yes,Married,76,No
65,239817,Male,No,Married,18,No
65,239817,Male,No,Married,18,No
63,184859,Female,Yes,Single,47,No
63,184859,Female,Yes,Single,47,No
75,242773,Male,Yes,Single,7,Yes
75,242773,Male,Yes,Single,7,Yes
75,242773,Male,Yes,Single,7,Yes
73,187816,Male,Yes,Married,36,No
73,187816,Male,Yes,Married,36,No
41,21958,Male,Yes,Single,7,No
41,21958,Male,Yes,Single,7,No
41,21958,Male,Yes,Single,7,No
39,217001,Male,No,Married,36,No
39,217001,Male,No,Married,36,No
39,217001,Male,No,Married,36,No
51,24915,Female,No,Married,116,No
51,24915,Female,No,Married,116,No
49,219957,Female,Yes,Married,25,No
49,219957,Female,Yes,Married,25,No
18,109057,Female,Yes,Single,87,No
18,109057,Female,Yes,Single,87,No
16,54099,Female,Yes,Married,116,No
16,54099,Female,Yes,Married,116,No
14,249142,Female,Yes,Married,26,No
14,249142,Female,Yes,Married,26,No
14,249142,Female,Yes,Married,26,No
66,1113,Female,Yes,Married,18,No
66,1113,Female,Yes,Married,18,No
64,196156,Female,No,Single,47,No
64,196156,Female,No,Single,47,No
62,141198,Male,Yes,Single,77,No
62,141198,Male,Yes,Single,77,No
60,86241,Male,Yes,Married,106,Yes
60,86241,Male,Yes,Married,106,Yes
44,88212,Male,Yes,Married,98,No
44,88212,Male,Yes,Married,98,No
42,33254,Male,Yes,Married,7,No
42,33254,Male,Yes,Married,7,No
39,228297,Female,Yes,Single,37,Yes
39,228297,Female,Yes,Single,37,Yes
39,228297,Female,Yes,Single,37,Yes
37,173339,Female,No,Married,66,No
37,173339,Female,No,Married,66,No
35,118382,Female,Yes,Single,95,No
35,118382,Female,Yes,Single,95,No
19,120353,Female,Yes,Married,87,No
19,120353,Female,Yes,Married,87,No
17,65396,Male,Yes,Single,117,No
17,65396,Male,Yes,Single,117,No
15,10438,Male,Yes,Married,26,No
15,10438,Male,Yes,Married,26,No
13,205481,Male,Yes,Single,55,No
13,205481,Male,Yes,Single,55,No
65,207452,Male,Yes,Married,48,No
65,207452,Male,Yes,Married,48,No
63,152494,Male,Yes,Single,77,No
61,97537,Female,Yes,Married,106,No
61,97537,Female,Yes,Married,106,No
58,42579,Female,Yes,Single,15,No
58,42579,Female,Yes,Single,15,No
43,44550,Female,Yes,Married,8,Yes
43,44550,Female,Yes,Married,8,Yes
40,239593,Female,No,Single,37,No
40,239593,Female,No,Single,37,No
38,184636,Male,Yes,Married,66,No
38,184636,Male,Yes,Married,66,No
36,129678,Male,Yes,Single,95,No
36,129678,Male,Yes,Single,95,No
74,18778,Female,Yes,Single,37,No
74,18778,Female,Yes,Single,37,No
18,76692,Male,Yes,Single,117,No
18,76692,Male,Yes,Single,117,No
16,21734,Female,Yes,Married,26,No
16,21734,Female,Yes,Married,26,No
14,216777,Female,No,Single,55,No
14,216777,Female,No,Single,55,No
14,216777,Female,No,Single,55,No
51,105876,Male,Yes,Single,117,No
51,105876,Male,Yes,Single,117,No
49,50919,Male,Yes,Married,26,No
49,50919,Male,Yes,Married,26,No
61,108833,Female,Yes,Married,106,No
61,108833,Female,Yes,Married,106,No
59,53876,Male,Yes,Single,15,Yes
59,53876,Male,Yes,Single,15,Yes
29,192975,Female,Yes,Single,77,No
29,192975,Female,Yes,Single,77,No
27,138018,Female,No,Married,106,Yes
27,138018,Female,No,Married,106,Yes
37,140974,Female,Yes,Married,95,No
37,140974,Female,Yes,Married,95,No
37,140974,Female,Yes,Married,95,No
35,86017,Female,Yes,Single,4,No
35,86017,Female,Yes,Single,4,No
72,225116,Male,Yes,Married,67,No
72,225116,Male,Yes,Married,67,No
70,170159,Female,Yes,Married,96,No
70,170159,Female,Yes,Married,96,No
70,170159,Female,Yes,Married,96,No
68,115201,Female,No,Single,5,No
68,115201,Female,No,Single,5,No
68,115201,Female,No,Single,5,No
50,62215,Female,Yes,Single,27,No
50,62215,Female,Yes,Single,27,No
48,7258,Female,Yes,Married,56,No
48,7258,Female,Yes,Married,56,No
46,202300,Male,Yes,Single,85,No
46,202300,Male,Yes,Single,85,No
44,147343,Male,Yes,Married,114,Yes
44,147343,Male,Yes,Married,114,Yes
28,149314,Male,Yes,Single,107,No
28,149314,Male,Yes,Single,107,No
26,94356,Male,No,Married,16,No
26,94356,Male,No,Married,16,No
26,94356,Male,No,Married,16,No
23,39399,Female,Yes,Single,45,No
23,39399,Female,Yes,Single,45,No
21,234441,Female,Yes,Married,74,No
21,234441,Female,Yes,Married,74,No
73,236413,Female,Yes,Single,67,No
73,236413,Female,Yes,Single,67,No
71,181455,Female,No,Married,96,No
71,181455,Female,No,Married,96,No
71,181455,Female,No,Married,96,No
69,126498,Male,Yes,Single,5,No
69,126498,Male,Yes,Single,5,No
67,71540,Male,No,Married,34,No
67,71540,Male,No,Married,34,No
51,73511,Male,Yes,Single,27,No
51,73511,Male,Yes,Single,27,No
49,18554,Male,Yes,Married,56,No
49,18554,Male,Yes,Married,56,No
47,213596,Female,Yes,Single,85,No
47,213596,Female,Yes,Single,85,No
44,158639,Female,No,Married,114,No
44,158639,Female,No,Married,114,No
29,160610,Female,No,Single,107,No
29,160610,Female,No,Single,107,No
26,105652,Female,Yes,Married,16,Yes
26,105652,Female,Yes,Married,16,Yes
24,50695,Female,Yes,Single,45,No
24,50695,Female,Yes,Single,45,No
20,190780,Male,Yes,Single,103,No
20,190780,Male,Yes,Single,103,No
72,192751,Male,Yes,Married,96,No
72,192751,Male,Yes,Married,96,No
70,137794,Male,No,Single,5,No
70,137794,Male,No,Single,5,No
70,137794,Male,No,Single,5,No
68,82836,Female,Yes,Married,34,No
68,82836,Female,Yes,Married,34,No
66,27879,Female,Yes,Married,64,No
35,166978,Male,Yes,Single,6,No
35,166978,Male,Yes,Single,6,No
48,224892,Female,Yes,Single,85,No
48,224892,Female,Yes,Single,85,No
48,224892,Female,Yes,Single,85,No
45,169935,Male,Yes,Single,114,No
45,169935,Male,Yes,Single,114,No
13,4077,Female,Yes,Single,86,No
13,4077,Female,Yes,Single,86,No
79,199120,Female,Yes,Single,115,Yes
79,199120,Female,Yes,Single,115,Yes
79,199120,Female,Yes,Single,115,Yes
23,7034,Male,Yes,Single,74,No
23,7034,Male,Yes,Single,74,No
21,202076,Female,Yes,Married,104,No
21,202076,Female,Yes,Married,104,No
58,91176,Male,Yes,Married,46,Yes
58,91176,Male,Yes,Married,46,Yes
56,36218,Male,No,Single,75,No
56,36218,Male,No,Single,75,No
54,231261,Female,Yes,Married,104,No
54,231261,Female,Yes,Married,104,No
66,39175,Male,Yes,Married,64,No
66,39175,Male,Yes,Married,64,No
36,178275,Female,Yes,Married,6,No
36,178275,Female,Yes,Married,6,No
34,123317,Female,No,Single,35,No
34,123317,Female,No,Single,35,No
30,13402,Male,No,Single,93,No
30,13402,Male,No,Single,93,No
42,71316,Female,Yes,Single,53,No
42,71316,Female,Yes,Single,53,No
12,210416,Male,Yes,Single,115,No
12,210416,Male,Yes,Single,115,No
77,155458,Male,Yes,Married,24,No
77,155458,Male,Yes,Married,24,No
75,100501,Female,No,Single,53,No
75,100501,Female,No,Single,53,No
75,100501,Female,No,Single,53,No
59,102472,Male,No,Married,46,No
59,102472,Male,No,Married,46,No
57,47515,Female,Yes,Single,75,No
57,47515,Female,Yes,Single,75,No
55,242557,Female,Yes,Married,104,No
55,242557,Female,Yes,Married,104,No
53,187600,Male,Yes,Single,13,No
53,187600,Male,Yes,Single,13,No
37,189571,Female,Yes,Married,6,No
37,189571,Female,Yes,Married,6,No
35,134613,Male,Yes,Single,35,No
35,134613,Male,Yes,Single,35,No
33,79656,Male,No,Married,64,No
33,79656,Male,No,Married,64,No
30,24698,Female,Yes,Single,93,No
30,24698,Female,Yes,Single,93,No
15,26669,Male,Yes,Married,86,No
15,26669,Male,Yes,Married,86,No
12,221712,Female,Yes,Single,115,No
12,221712,Female,Yes,Single,115,No
78,166755,Female,Yes,Married,24,Yes
78,166755,Female,Yes,Married,24,Yes
76,111797,Female,Yes,Single,54,No
76,111797,Female,Yes,Single,54,No
58,58811,Female,Yes,Single,75,No
58,58811,Female,Yes,Single,75,No
56,3853,Male,Yes,Married,104,No
56,3853,Male,Yes,Married,104,No
56,3853,Male,Yes,Married,104,No
54,198896,Male,Yes,Single,14,No
54,198896,Male,Yes,Single,14,No
23,87995,Female,Yes,Single,76,No
23,87995,Female,Yes,Single,76,No
21,33038,Male,Yes,Married,105,No
21,33038,Male,Yes,Married,105,No
34,90952,Female,Yes,Single,64,No
34,90952,Female,Yes,Single,64,No
31,35994,Female,Yes,Married,94,No
31,35994,Female,Yes,Married,94,No
29,231037,Male,Yes,Single,3,No
29,231037,Male,Yes,Single,3,No
67,120137,Female,Yes,Single,65,No
67,120137,Female,Yes,Single,65,No
65,65179,Female,Yes,Married,94,No
65,65179,Female,Yes,Married,94,No
77,123093,Male,No,Married,54,No
77,123093,Male,No,Married,54,No
75,68136,Female,Yes,Single,83,No
75,68136,Female,Yes,Single,83,No
44,207235,Male,Yes,Single,25,No
44,207235,Male,Yes,Single,25,No
42,152278,Male,Yes,Married,54,No
42,152278,Male,Yes,Married,54,No
40,97320,Male,Yes,Single,83,No
40,97320,Male,Yes,Single,83,No
52,155234,Female,Yes,Single,43,No
52,155234,Female,Yes,Single,43,No
22,44334,Male,No,Single,105,No
22,44334,Male,No,Single,105,No
20,239377,Female,Yes,Married,14,No
20,239377,Female,Yes,Married,14,No
18,184419,Female,Yes,Single,43,No
18,184419,Female,Yes,Single,43,No
16,129462,Male,Yes,Married,73,No
16,129462,Male,Yes,Married,73,No
68,131433,Female,Yes,Single,65,No
68,131433,Female,Yes,Single,65,No
66,76475,Male,Yes,Married,94,No
66,76475,Male,Yes,Married,94,No
63,21518,Male,No,Single,3,No
63,21518,Male,No,Single,3,No
48,23489,Male,No,Married,116,No
48,23489,Male,No,Married,116,No
45,218531,Male,Yes,Single,25,Yes
45,218531,Male,Yes,Single,25,Yes
43,163574,Female,Yes,Married,54,No
43,163574,Female,Yes,Married,54,No
41,108617,Female,Yes,Single,83,No
41,108617,Female,Yes,Single,83,No
41,108617,Female,Yes,Single,83,No
25,110588,Female,No,Married,76,No
25,110588,Female,No,Married,76,No
23,55630,Female,Yes,Single,105,No
23,55630,Female,Yes,Single,105,No
21,673,Female,No,Married,14,No
21,673,Female,No,Married,14,No
19,195715,Male,Yes,Single,44,No
19,195715,Male,Yes,Single,44,No
19,195715,Male,Yes,Single,44,No
17,140758,Male,Yes,Married,73,No
17,140758,Male,Yes,Married,73,No
69,142729,Male,Yes,Single,65,No
69,142729,Male,Yes,Single,65,No
66,87771,Male,No,Married,94,No
66,87771,Male,No,Married,94,No
66,87771,Male,No,Married,94,No
64,32814,Female,Yes,Single,4,No
64,32814,Female,Yes,Single,4,No
62,227857,Female,No,Single,33,Yes
62,227857,Female,No,Single,33,Yes
32,116956,Male,Yes,Married,95,No
32,116956,Male,Yes,Married,95,No
44,174870,Female,Yes,Married,54,No
44,174870,Female,Yes,Married,54,No
42,119913,Male,Yes,Single,84,No
42,119913,Male,Yes,Single,84,No
42,119913,Male,Yes,Single,84,No
12,9012,Female,No,Single,26,No
12,9012,Female,No,Single,26,No
77,204055,Female,Yes,Married,55,Yes
77,204055,Female,Yes,Married,55,Yes
75,149097,Female,Yes,Married,84,No
75,149097,Female,Yes,Married,84,No
57,96111,Female,Yes,Single,106,No
57,96111,Female,Yes,Single,106,No
55,41154,Male,Yes,Single,15,No
55,41154,Male,Yes,Single,15,No
55,41154,Male,Yes,Single,15,No
51,181239,Female,Yes,Single,73,No
51,181239,Female,Yes,Single,73,No
51,181239,Female,Yes,Single,73,No
35,183210,Male,Yes,Married,66,No
35,183210,Male,Yes,Married,66,No
35,183210,Male,Yes,Married,66,No
33,128252,Female,Yes,Single,95,No
33,128252,Female,Yes,Single,95,No
30,73295,Female,Yes,Married,4,No
30,73295,Female,Yes,Married,4,No
30,73295,Female,Yes,Married,4,No
12,20308,Female,Yes,Married,26,Yes
12,20308,Female,Yes,Married,26,Yes
12,20308,Female,Yes,Married,26,Yes
78,215351,Male,No,Single,55,No
78,215351,Male,No,Single,55,No
78,215351,Male,No,Single,55,No
76,160394,Male,Yes,Married,84,No
76,160394,Male,Yes,Married,84,No
74,105436,Female,Yes,Single,113,No
74,105436,Female,Yes,Single,113,No
74,105436,Female,Yes,Single,113,No
58,107407,Male,Yes,Married,106,No
58,107407,Male,Yes,Married,106,No
56,52450,Female,No,Single,15,No
54,247492,Female,Yes,Married,44,No
54,247492,Female,Yes,Married,44,No
54,247492,Female,Yes,Married,44,No
52,192535,Female,No,Single,73,No
52,192535,Female,No,Single,73,No
36,194506,Female,Yes,Married,66,No
36,194506,Female,Yes,Married,66,No
36,194506,Female,Yes,Married,66,No
34,139548,Female,Yes,Single,95,No
34,139548,Female,Yes,Single,95,No
31,84591,Male,Yes,Married,4,No
31,84591,Male,Yes,Married,4,No
29,29634,Male,No,Single,33,Yes
29,29634,Male,No,Single,33,Yes
67,168733,Female,Yes,Single,96,No
67,168733,Female,Yes,Single,96,No
79,226647,Male,Yes,Single,55,No
79,226647,Male,Yes,Single,55,No
75,116732,Female,Yes,Single,114,No
75,116732,Female,Yes,Single,114,No
44,5832,Male,Yes,Single,56,Yes
44,5832,Male,Yes,Single,56,Yes
42,200874,Female,No,Married,85,No
42,200874,Female,No,Married,85,No
42,200874,Female,No,Married,85,No
55,8788,Male,No,Married,44,No
55,8788,Male,No,Married,44,No
52,203831,Male,Yes,Single,74,No
52,203831,Male,Yes,Single,74,No
22,92931,Female,Yes,Single,16,No
22,92931,Female,Yes,Single,16,No
22,92931,Female,Yes,Single,16,No
20,37973,Female,Yes,Married,45,No
20,37973,Female,Yes,Married,45,No
18,233016,Male,Yes,Single,74,No
18,233016,Male,Yes,Single,74,No
68,180029,Male,No,Single,96,No
68,180029,Male,No,Single,96,No
68,180029,Male,No,Single,96,No
63,70114,Female,Yes,Married,34,No
63,70114,Female,Yes,Married,34,No
61,15157,Female,Yes,Single,63,No
61,15157,Female,Yes,Single,63,No
45,17128,Female,Yes,Single,56,No
45,17128,Female,Yes,Single,56,No
43,212171,Female,Yes,Single,85,No
43,212171,Female,Yes,Single,85,No
41,157213,Male,No,Married,114,No
41,157213,Male,No,Married,114,No
39,102256,Male,Yes,Single,23,No
39,102256,Male,Yes,Single,23,No
23,104227,Male,Yes,Married,16,No
23,104227,Male,Yes,Married,16,No
21,49269,Male,Yes,Single,45,No
21,49269,Male,Yes,Single,45,No
19,244312,Male,Yes,Married,74,No
19,244312,Male,Yes,Married,74,No
69,191325,Female,Yes,Married,96,No
69,191325,Female,Yes,Married,96,No
66,136368,Female,Yes,Single,5,No
66,136368,Female,Yes,Single,5,No
64,81410,Female,Yes,Married,34,Yes
64,81410,Female,Yes,Married,34,Yes
62,26453,Male,Yes,Single,63,No
62,26453,Male,Yes,Single,63,No
44,223467,Male,No,Single,85,No
44,223467,Male,No,Single,85,No
42,168509,Male,Yes,Married,114,No
42,168509,Male,Yes,Married,114,No
22,60565,Female,Yes,Single,45,No
22,60565,Female,Yes,Single,45,No
53,34793,Female,Yes,Married,75,No
53,34793,Female,Yes,Married,75,No
65,92707,Male,Yes,Married,34,No
65,92707,Male,Yes,Married,34,No
65,92707,Male,Yes,Married,34,No
63,37749,Male,Yes,Single,64,No
63,37749,Male,Yes,Single,64,No
63,37749,Male,Yes,Single,64,No
61,232792,Female,Yes,Married,93,No
61,232792,Female,Yes,Married,93,No
41,124848,Female,Yes,Single,24,No
41,124848,Female,Yes,Single,24,No
78,13947,Male,Yes,Single,86,No
78,13947,Male,Yes,Single,86,No
76,208990,Female,Yes,Married,115,No
76,208990,Female,Yes,Married,115,No
74,154033,Female,Yes,Single,24,No
74,154033,Female,Yes,Single,24,No
74,154033,Female,Yes,Single,24,No
72,99075,Male,No,Single,53,No
72,99075,Male,No,Single,53,No
56,101046,Female,Yes,Single,46,No
56,101046,Female,Yes,Single,46,No
54,46089,Male,Yes,Married,75,No
54,46089,Male,Yes,Married,75,No
52,241131,Male,Yes,Single,104,No
52,241131,Male,Yes,Single,104,No
52,241131,Male,Yes,Single,104,No
49,186174,Male,Yes,Single,13,No
49,186174,Male,Yes,Single,13,No
34,188145,Male,No,Single,6,No
34,188145,Male,No,Single,6,No
34,188145,Male,No,Single,6,No
31,133187,Male,Yes,Single,35,Yes
31,133187,Male,Yes,Single,35,Yes
29,78230,Female,Yes,Married,64,No
29,78230,Female,Yes,Married,64,No
27,23273,Female,Yes,Single,93,No
27,23273,Female,Yes,Single,93,No
79,25244,Female,Yes,Single,86,No
79,25244,Female,Yes,Single,86,No
77,220286,Female,Yes,Single,115,No
77,220286,Female,Yes,Single,115,No
75,165329,Male,No,Married,24,No
75,165329,Male,No,Married,24,No
44,54428,Female,Yes,Married,86,No
